cik,entityName,ticker,stateOfIncorporation,sic,sicDescription,industryCategory,fiscalYear,period,Revenues,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,CashAndCashEquivalentsAtCarryingValue,ResearchAndDevelopmentExpense,OperatingCashFlow,Goodwill,IntangibleAssetsNetExcludingGoodwill,PatentsIssued,dataCompleteness,dataFreshness,yearAvailability,file_path
1478320,ADAPTIVE BIOTECHNOLOGIES CORPORATION,,Delaware,8730,Biotechnology Services,Biotechnology,2025,FY,52443000,-29852000,-29604000,510852000,320631000,190423000,50646000,24203000,-28484000,118972000,,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001478320.json
1478320,ADAPTIVE BIOTECHNOLOGIES CORPORATION,,Massachusetts,8730,Biotechnology Services,Biotechnology,2024,FY,178957000,-159492000,-162549000,539376000,336891000,202709000,47920000,102953000,-95212000,118972000,,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001478320.json
1478320,ADAPTIVE BIOTECHNOLOGIES CORPORATION,,Delaware,8730,Biotechnology Services,Biotechnology,2023,FY,170276000,-225250000,-227035000,661134000,352856000,308399000,65064000,122117000,-156324000,118972000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001478320.json
1478320,ADAPTIVE BIOTECHNOLOGIES CORPORATION,,Delaware,8730,Biotechnology Services,Biotechnology,2022,FY,185308000,-200191000,-200186000,856617000,392519000,464165000,90030000,141756000,-183945000,118972000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001478320.json
1478320,ADAPTIVE BIOTECHNOLOGIES CORPORATION,,"Delaware, …tats-Unis",8730,Biotechnology Services,Biotechnology,2021,FY,154344000,-207279000,-208966000,923344000,319242000,603992000,139065000,142343000,-192727000,118972000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001478320.json
1478320,ADAPTIVE BIOTECHNOLOGIES CORPORATION,,Canada,8730,Biotechnology Services,Biotechnology,2020,FY,98382000,-146227000,-152817000,1116414000,373148000,743266000,123436000,116072000,-149683000,118972000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001478320.json
1478320,ADAPTIVE BIOTECHNOLOGIES CORPORATION,,Delaware,8730,Biotechnology Services,Biotechnology,2019,FY,85071000,-68606000,-78391000,912302000,341263000,571039000,96576000,70705000,205404000,118972000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001478320.json
1771910,ADC Therapeutics SA,,Suisse,2834,Pharmaceutical Preparations ‚ùóÔ∏èReview,Biotechnology,2025,FY,23033000,-38602000,-28464000,272539000,510762000,-238223000,194701000,28928000,-56334000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001771910.json
1771910,ADC Therapeutics SA,,Suisse,2834,Pharmaceutical Preparations ‚ùóÔ∏èReview,Pharmaceuticals,2024,FY,70837000,-157846000,-130654000,321980000,524622000,-202642000,250867000,109633000,-123835000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001771910.json
1771910,ADC Therapeutics SA,,Suisse,2834,Pharmaceutical Preparations ‚ùóÔ∏èReview,Pharmaceuticals,2023,FY,69558000,-240053000,-165986000,354782000,503031000,-148249000,278598000,127127000,-118686000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001771910.json
1513525,"ADIAL PHARMACEUTICALS, INC.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,-2228801,-2267293,3451122,1324460,2126662,2365780,746891,-1585393,,3207,,83.33333333,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001513525.json
1513525,"ADIAL PHARMACEUTICALS, INC.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,,-13197451,-8284457,5043942,975858,4068084,3750525,3229226,-6922306,,3348,,83.33333333,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001513525.json
1513525,"ADIAL PHARMACEUTICALS, INC.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-5123341,-6887947,4736605,653076,4083529,2827082,1267077,-6806809,248971,,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001513525.json
1513525,"ADIAL PHARMACEUTICALS, INC.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-12731416,-13317127,5732804,2456310,3276494,4001794,4176998,-11185985,248971,,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001513525.json
1513525,"ADIAL PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,-19423326,-19288723,7474975,3967164,3507811,6062173,8395648,-11949429,248971,,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001513525.json
1513525,"ADIAL PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-10892990,-10927985,5491444,,3986066,4401114,5853291,-7633161,,,,83.33333333,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001513525.json
1513525,"ADIAL PHARMACEUTICALS, INC.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,,-8591429,-8244900,7679637,,7140586,6777052,3965543,-6338614,,,,83.33333333,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001513525.json
1368514,"ADMA BIOLOGICS, INC.",,"Delaware, …tats-Unis",8071,Medical Laboratories,Biotechnology,2025,FY,114802000,26904000,34881000,510569000,137150000,373419000,71625000,826000,-19675000,3530000,452000,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001368514.json
1368514,"ADMA BIOLOGICS, INC.",,Delaware,8071,Medical Laboratories,Biotechnology,2024,FY,426454000,197673000,138983000,488678000,139660000,349018000,103147000,1813000,118672000,3530000,460000,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001368514.json
1368514,"ADMA BIOLOGICS, INC.",,Maryland,8071,Medical Laboratories,Biotechnology,2023,FY,258215000,-28239000,21632000,329182000,193976000,135206000,51352000,3300000,8800000,3530000,499000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001368514.json
1368514,"ADMA BIOLOGICS, INC.",,"Delaware, …tats-Unis",8071,Medical Laboratories,Biotechnology,2022,FY,154079692,-65903950,-39365080,348461881,196487666,151974215,86521542,3613764,-59508257,3529509,1013415,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001368514.json
1368514,"ADMA BIOLOGICS, INC.",,Maryland,8071,Medical Laboratories,Biotechnology,2021,FY,16048618,-71647618,-58373741,276252724,135080158,141172566,51089118,3646060,-112368982,3529509,1728768,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001368514.json
1368514,"ADMA BIOLOGICS, INC.",,Maryland,8071,Medical Laboratories,Biotechnology,2020,FY,42219783,-75748548,-64914877,207673394,119423968,88249426,55921152,5907013,-102002958,3529509,2444121,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001368514.json
1368514,"ADMA BIOLOGICS, INC.",,"Delaware, …tats-Unis",8071,Medical Laboratories,Biotechnology,2019,FY,29349083,-48279317,-41424327,127090725,100897576,26193149,26752135,2343848,-76193504,3529509,3159474,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001368514.json
1837607,"AEON Biopharma,¬†Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,9095000,-462000,13799000,25122000,-11323000,10446000,825000,-7909000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001837607.json
1837607,"AEON Biopharma,¬†Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Biotechnology,2024,FY,,42005000,72985000,3142000,31711000,-28569000,13000,14181000,-20292000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001837607.json
1837607,"AEON Biopharma,¬†Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-323954000,29558000,6845000,159889000,-153044000,5158000,13243000,-26081000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001837607.json
1837607,"AEON Biopharma,¬†Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,9980174,-3325605,279493625,10443306,-9436953,27759,,-981428,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001837607.json
1837607,"AEON Biopharma,¬†Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,8200831,-1935943,276949530,17879385,-16929855,497412,,-1494788,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001837607.json
1798749,"AEROVATE THERAPEUTICS,¬†INC.",,Delaware,8735,Regenerative Medicine Research,Biotechnology,2025,FY,,-2518000,-3387000,77533000,2487000,75046000,44220000,20080000,-2381000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001798749.json
1798749,"AEROVATE THERAPEUTICS,¬†INC.",,"Delaware, …tats-Unis",8735,Regenerative Medicine Research,Biotechnology,2024,FY,,-69628000,-74596000,80332000,3898000,76434000,33751000,53187000,-71196000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001798749.json
1798749,"AEROVATE THERAPEUTICS,¬†INC.",,Delaware,8735,Regenerative Medicine Research,Biotechnology,2023,FY,,-75521000,-81409000,127418000,17962000,109456000,23491000,64219000,-56778000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001798749.json
1798749,"AEROVATE THERAPEUTICS,¬†INC.",,Delaware,8735,Regenerative Medicine Research,Biotechnology,2022,FY,,-51511000,-53237000,135301000,8558000,126743000,22397000,38622000,-39122000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001798749.json
1798749,"AEROVATE THERAPEUTICS,¬†INC.",,Delaware,8735,Regenerative Medicine Research,Biotechnology,2021,FY,,-22963000,-23022000,175363000,2945000,172418000,54197000,14987000,-27399000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001798749.json
1439222,"AGIOS PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Biotechnology/Pharmaceuticals,2025,FY,8726000,-89289000,-106629000,1555518000,88990000,1466528000,78964000,72743000,-111489000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001439222.json
1439222,"AGIOS PHARMACEUTICALS, INC.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,36498000,673725000,-425737000,1663199000,122243000,1540956000,76247000,301286000,-389841000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001439222.json
1439222,"AGIOS PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,26823000,-352088000,-391487000,937118000,126099000,811019000,88205000,295526000,-296062000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001439222.json
1439222,"AGIOS PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,14240000,-231801000,-389047000,1238718000,137904000,1100814000,139259000,279910000,-309478000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001439222.json
1439222,"AGIOS PHARMACEUTICALS, INC.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,1604715000,-378418000,1437736000,145761000,1291975000,203126000,256973000,-407320000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001439222.json
1439222,"AGIOS PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,203196000,-327370000,-316149000,852952000,453452000,399500000,127436000,367470000,-290759000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001439222.json
1439222,"AGIOS PHARMACEUTICALS, INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,117912000,-411472000,-426333000,890741000,250213000,640528000,80931000,410894000,-370622000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001439222.json
1631650,"AIMMUNE THERAPEUTICS, INC.",,Delaware,8753,Antibody Engineering and Design,Biotechnology,2020,FY,575000,-155676000,-151274000,365286000,185428000,179858000,266559000,59510000,-126920000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001631650.json
1631650,"AIMMUNE THERAPEUTICS, INC.",,Delaware,8753,Antibody Engineering and Design,Biotechnology,2019,FY,,-248497000,-249804000,204369000,100345000,104024000,79880000,123987000,-195408000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001631650.json
1517022,"AKEBIA THERAPEUTICS, INC.",,Massachusetts,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2025,FY,57336000,6112000,13514000,310185000,285604000,24581000,113374000,9754000,-13587000,59044000,,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001517022.json
1517022,"AKEBIA THERAPEUTICS, INC.",,…tats-Unis,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2024,FY,160180000,-69410000,-50472000,220670000,269855000,-49185000,51870000,37652000,-40659000,59044000,0,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001517022.json
1517022,"AKEBIA THERAPEUTICS, INC.",,"Delaware, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2023,FY,194623000,-51925000,-46256000,241703000,272287000,-30584000,42925000,63079000,-23384000,59044000,36042000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001517022.json
1517022,"AKEBIA THERAPEUTICS, INC.",,Switzerland,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2022,FY,292602000,-92562000,-79115000,351830000,342488000,9342000,90466000,129114000,-73154000,55053000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001517022.json
1517022,"AKEBIA THERAPEUTICS, INC.",,"Delaware, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2021,FY,213578000,-282840000,-265318000,525550000,449094000,76456000,149800000,147852000,-252965000,55053000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001517022.json
1517022,"AKEBIA THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotherapeutics,2020,FY,295307000,-383457000,-376442000,644139000,396521000,247618000,228698000,218485000,-110388000,55053000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001517022.json
1517022,"AKEBIA THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2019,FY,335001000,-279659000,-286288000,771201000,376444000,394757000,147449000,322969000,-257441000,55053000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001517022.json
1322505,"ALBIREO PHARMA,¬†INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,24870000,-120183000,-111418000,321222000,221151000,100071000,222476000,68103000,-101431000,17260000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001322505.json
1322505,"ALBIREO PHARMA,¬†INC.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,40579000,-34030000,-123485000,302051000,126443000,175608000,248107000,82522000,-107559000,17260000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001322505.json
1322505,"ALBIREO PHARMA,¬†INC.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,8308000,-107633000,-96271000,285607000,104376000,181231000,251272000,76777000,-101029000,17260000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001322505.json
1322505,"ALBIREO PHARMA,¬†INC.",,Delaware794,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,9636000,-62717000,-61112000,165069000,71908000,93161000,131843000,45575000,-52919000,17260000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001322505.json
1423824,ALDER BIOPHARMACEUTICALS INC,,Canada,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,0,-176345000,-169845000,462567000,245716000,110305000,88378000,103714000,-133874000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001423824.json
1341235,"ALDEYRA THERAPEUTICS, INC.",,Maryland,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2025,FY,,-9929501,-10427459,93195717,29597140,63598577,50350617,7423324,-12469699,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001341235.json
1341235,"ALDEYRA THERAPEUTICS, INC.",,"Delaware, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2024,FY,,-55851444,-60117032,104606694,33601823,71004871,54527092,48224793,-43208747,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001341235.json
1341235,"ALDEYRA THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2023,FY,,-37542510,-42794083,148326911,28531881,119795030,144419364,29458719,-30326128,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001341235.json
1341235,"ALDEYRA THERAPEUTICS, INC.",,"Delaware, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2022,FY,,-62024636,-62679987,181291657,30283628,151008029,144419364,47306066,-56637187,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001341235.json
1341235,"ALDEYRA THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2021,FY,,-57776274,-56219536,233137120,27401597,205735523,229790989,44936532,-42555907,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001341235.json
1341235,"ALDEYRA THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2020,FY,,-37553729,-36421020,83352503,23843945,59508558,77858311,24681301,-37493455,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001341235.json
1341235,"ALDEYRA THERAPEUTICS, INC.",,Delaware,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2019,FY,,-60826831,-63074307,75518281,27435964,48082317,44425830,44351851,-44984226,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001341235.json
899866,"ALEXION PHARMACEUTICALS, INC.",,"Massachusetts, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,1636500000,636000000,636200000,18650200000,6219200000,12416800000,3429600000,289100000,637600000,5100100000,3048300000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000899866.json
899866,"ALEXION PHARMACEUTICALS, INC.",,Connecticut,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,6069900000,603400000,632300000,18103000000,6451800000,11651200000,2964500000,200900000,3002900000,5100100000,3002400000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000899866.json
899866,"ALEXION PHARMACEUTICALS, INC.",,Massachusetts (…tats-Unis),5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,4991100000,2404300000,2120400000,17544600000,6272800000,11271800000,2685500000,886000000,2084900000,5037400000,3344300000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000899866.json
